time_s,altitude_ft,temperature,voltage
118.7,3216,72.4F,7.9
118.75,3215,72.4F,7.9
118.8,3214,72.3F,7.9
118.85,3212,72.3F,7.9
118.9,3204,72.3F,7.9
118.95,3192,72.3F,7.9
119,3184,72.3F,7.9
119.05,3171,72.3F,7.9
119.1,3172,72.3F,7.9
119.15,3171,72.3F,7.9
119.2,3177,72.3F,7.9
119.25,3176,72.3F,7.9
119.3,3178,72.3F,7.9
119.35,3174,72.3F,7.9
119.4,3166,72.3F,7.9
119.45,3171,72.3F,7.9
119.5,3166,72.3F,7.9
119.55,3159,72.3F,7.9
119.6,3156,72.3F,7.9
119.65,3148,72.3F,7.9
119.7,3140,72.3F,7.9
119.75,3137,72.3F,7.9
119.8,3135,72.3F,7.9
119.85,3139,72.3F,7.9
119.9,3136,72.3F,7.9
119.95,3138,72.3F,7.9
120,3131,72.3F,7.9
120.05,3131,72.3F,7.9
120.1,3134,72.3F,7.9
120.15,3134,72.2F,7.9
120.2,3124,72.3F,7.9
120.25,3124,72.2F,7.9
120.3,3119,72.2F,7.9
120.35,3122,72.2F,7.9
120.4,3117,72.2F,7.9
120.45,3111,72.3F,7.9
120.5,3113,72.2F,7.9
120.55,3113,72.2F,7.9
120.6,3104,72.2F,7.9
120.65,3106,72.2F,7.9
120.7,3098,72.2F,7.9
120.75,3093,72.2F,7.9
120.8,3095,72.2F,7.9
120.85,3099,72.2F,7.9
120.9,3086,72.2F,7.9
120.95,3081,72.2F,7.9
121,3081,72.2F,7.9
121.05,3072,72.2F,7.9
121.1,3076,72.2F,7.9
121.15,3083,72.2F,7.9
121.2,3065,72.2F,7.9
121.25,3067,72.2F,7.9
121.3,3062,72.2F,7.9
121.35,3066,72.2F,7.9
121.4,3069,72.2F,7.9
121.45,3057,72.2F,7.9
121.5,3052,72.2F,7.9
121.55,3047,72.2F,7.9
121.6,3053,72.2F,7.9
121.65,3053,72.2F,7.9
121.7,3035,72.2F,7.9
121.75,3038,72.2F,7.9
121.8,3027,72.2F,7.9
121.85,3032,72.2F,7.9
121.9,3026,72.2F,7.9
121.95,3018,72.2F,7.9
122,3012,72.2F,7.9
122.05,3020,72.2F,7.9
122.1,3016,72.2F,7.9
122.15,3014,72.2F,7.9
122.2,3011,72.2F,7.9
122.25,3003,72.2F,7.9
122.3,3008,72.2F,7.9
122.35,2997,72.2F,7.9
122.4,2992,72.2F,7.9
122.45,2990,72.1F,7.9
122.5,2996,72.2F,7.9
122.55,2984,72.1F,7.9
122.6,2994,72.2F,7.9
122.65,2971,72.1F,7.9
122.7,2991,72.1F,7.9
122.75,2982,72.1F,7.9
122.8,2971,72.1F,7.9
122.85,2960,72.1F,7.9
122.9,2975,72.1F,7.9
122.95,2973,72.1F,7.9
123,2973,72.1F,7.9
123.05,2982,72.1F,7.9
123.1,2972,72.1F,7.9
123.15,2985,72.1F,7.9
123.2,2961,72.1F,7.9
123.25,2955,72.1F,7.9
123.3,2950,72.1F,7.9
123.35,2942,72.1F,7.9
123.4,2932,72.1F,7.9
123.45,2932,72.1F,7.9
123.5,2921,72.1F,7.9
123.55,2927,72.1F,7.9
123.6,2896,72.1F,7.9
123.65,2894,72.1F,7.9
123.7,2889,72.1F,7.9
123.75,2883,72.1F,7.9
123.8,2878,72.1F,7.9
123.85,2878,72.1F,7.9
123.9,2872,72.1F,7.9
123.95,2871,72.0F,7.9
124,2867,72.0F,7.9
124.05,2863,72.1F,7.9
124.1,2861,72.0F,7.9
124.15,2860,72.0F,7.9
124.2,2856,72.0F,7.9
124.25,2851,72.0F,7.9
124.3,2850,72.0F,7.9
124.35,2848,72.0F,7.9
124.4,2849,72.0F,7.9
124.45,2849,72.0F,7.9
124.5,2850,72.0F,7.9
124.55,2857,72.0F,7.9
124.6,2848,72.0F,7.9
124.65,2844,72.0F,7.9
124.7,2841,72.0F,7.9
124.75,2838,72.0F,7.9
124.8,2830,72.0F,7.9
124.85,2835,72.0F,7.9
124.9,2832,72.0F,7.9
124.95,2827,72.0F,7.9
125,2825,72.0F,7.9
125.05,2825,72.0F,7.9
125.1,2819,72.0F,7.9
125.15,2819,72.0F,7.9
125.2,2819,72.0F,7.9
125.25,2814,72.0F,7.9
125.3,2811,72.0F,7.9
125.35,2811,72.0F,7.9
125.4,2806,72.0F,7.9
125.45,2805,72.0F,7.9
125.5,2800,72.0F,7.9
125.55,2797,72.0F,7.9
125.6,2800,72.0F,7.9
125.65,2797,72.0F,7.9
125.7,2788,72.0F,7.9
125.75,2779,72.0F,7.9
125.8,2780,72.0F,7.9
125.85,2781,72.0F,7.9
125.9,2782,72.0F,7.9
125.95,2781,72.0F,7.9
126,2779,72.0F,7.9
126.05,2784,72.0F,7.9
126.1,2781,71.9F,7.9
126.15,2773,71.9F,7.9
126.2,2772,71.9F,7.9
126.25,2777,71.9F,7.9
126.3,2779,71.9F,7.9
126.35,2773,71.9F,7.9
126.4,2777,71.9F,7.9
126.45,2758,71.9F,7.9
126.5,2748,71.9F,7.9
126.55,2756,71.9F,7.9
126.6,2751,71.9F,7.9
126.65,2751,71.9F,7.9
126.7,2758,71.9F,7.9
126.75,2741,71.9F,7.9
126.8,2747,71.9F,7.9
126.85,2753,71.9F,7.9
126.9,2743,71.9F,7.9
126.95,2743,71.9F,7.9
127,2733,71.9F,7.9
127.05,2722,71.9F,7.9
127.1,2708,71.9F,7.9
127.15,2693,71.9F,7.9
127.2,2683,71.9F,7.9
127.25,2680,71.9F,7.9
127.3,2692,71.9F,7.9
127.35,2725,71.9F,7.9
127.4,2709,71.9F,7.9
127.45,2678,71.9F,7.9
127.5,2683,71.9F,7.9
127.55,2683,71.9F,7.9
127.6,2675,71.9F,7.9
127.65,2667,71.9F,7.9
127.7,2660,71.9F,7.9
127.75,2653,71.9F,7.9
127.8,2647,71.9F,7.9
127.85,2642,71.9F,7.9
127.9,2646,71.9F,7.9
127.95,2653,71.9F,7.9
128,2652,71.9F,7.9
128.05,2653,71.9F,7.9
128.1,2646,71.9F,7.9
128.15,2637,71.9F,7.9
128.2,2634,71.9F,7.9
128.25,2631,71.9F,7.9
128.3,2628,71.9F,7.9
128.35,2628,71.8F,7.9
128.4,2619,71.8F,7.9
128.45,2620,71.8F,7.9
128.5,2624,71.8F,7.9
128.55,2624,71.8F,7.9
128.6,2621,71.8F,7.9
128.65,2617,71.8F,7.9
128.7,2610,71.8F,7.9
128.75,2608,71.8F,7.9
128.8,2607,71.8F,7.9
128.85,2596,71.8F,7.9
128.9,2597,71.8F,7.9
128.95,2602,71.8F,7.9
129,2599,71.8F,7.9
129.05,2597,71.8F,7.9
129.1,2584,71.8F,7.9
129.15,2581,71.8F,7.9
129.2,2573,71.8F,7.9
129.25,2571,71.8F,7.9
129.3,2569,71.8F,7.9
129.35,2569,71.8F,7.9
129.4,2570,71.8F,7.9
129.45,2566,71.8F,7.9
129.5,2570,71.8F,7.9
129.55,2567,71.8F,7.9
129.6,2571,71.8F,7.9
129.65,2568,71.8F,7.9
129.7,2561,71.8F,7.9
129.75,2553,71.8F,7.9
129.8,2546,71.8F,7.9
129.85,2544,71.8F,7.9
129.9,2544,71.8F,7.9
129.95,2538,71.8F,7.9
130,2534,71.8F,7.9
130.05,2528,71.8F,7.9
130.1,2525,71.8F,7.9
130.15,2525,71.8F,7.9
130.2,2521,71.8F,7.9
130.25,2523,71.8F,7.9
130.3,2521,71.8F,7.9
130.35,2522,71.8F,7.9
130.4,2518,71.8F,7.9
130.45,2516,71.8F,7.9
130.5,2512,71.8F,7.9
130.55,2508,71.8F,7.9
130.6,2508,71.8F,7.9
130.65,2502,71.8F,7.9
130.7,2501,71.8F,7.9
130.75,2498,71.8F,7.9
130.8,2496,71.8F,7.9
130.85,2493,71.8F,7.9
130.9,2490,71.8F,7.9
130.95,2492,71.8F,7.9
131,2489,71.8F,7.9
131.05,2488,71.8F,7.9
131.1,2486,71.8F,7.9
131.15,2486,71.8F,7.9
131.2,2485,71.8F,7.9
131.25,2482,71.8F,7.9
131.3,2479,71.8F,7.9
131.35,2479,71.8F,7.9
131.4,2477,71.8F,7.9
131.45,2474,71.8F,7.9
131.5,2473,71.8F,7.9
131.55,2475,71.8F,7.9
131.6,2470,71.8F,7.9
131.65,2462,71.8F,7.9
131.7,2459,71.8F,7.9
131.75,2456,71.8F,7.9
131.8,2454,71.8F,7.9
131.85,2450,71.8F,7.9
131.9,2448,71.8F,7.9
131.95,2446,71.8F,7.9
132,2444,71.8F,7.9
132.05,2443,71.8F,7.9
132.1,2443,71.8F,7.9
132.15,2440,71.8F,7.9
132.2,2438,71.8F,7.9
132.25,2436,71.8F,7.9
132.3,2433,71.8F,7.9
132.35,2433,71.8F,7.9
132.4,2430,71.8F,7.9
132.45,2431,71.8F,7.9
132.5,2432,71.8F,7.9
132.55,2425,71.8F,7.9
132.6,2425,71.8F,7.9
132.65,2426,71.8F,7.9
132.7,2421,71.8F,7.9
132.75,2421,71.8F,7.9
132.8,2415,71.8F,7.9
132.85,2414,71.8F,7.9
132.9,2414,71.8F,7.9
132.95,2409,71.8F,7.9
133,2410,71.8F,7.9
133.05,2409,71.8F,7.9
133.1,2406,71.7F,7.9
133.15,2401,71.8F,7.9
133.2,2393,71.8F,7.9
133.25,2393,71.8F,7.9
133.3,2394,71.8F,7.9
133.35,2394,71.7F,7.9
133.4,2393,71.7F,7.9
133.45,2388,71.7F,7.9
133.5,2387,71.7F,7.9
133.55,2386,71.7F,7.9
133.6,2384,71.7F,7.9
133.65,2381,71.7F,7.9
133.7,2379,71.7F,7.9
133.75,2376,71.7F,7.9
133.8,2374,71.7F,7.9
133.85,2370,71.7F,7.9
133.9,2375,71.7F,7.9
133.95,2369,71.7F,7.9
134,2366,71.7F,7.9
134.05,2365,71.7F,7.9
134.1,2364,71.7F,7.9
134.15,2359,71.7F,7.9
134.2,2355,71.7F,7.9
134.25,2349,71.7F,7.9
134.3,2345,71.7F,7.9
134.35,2344,71.7F,7.9
134.4,2347,71.7F,7.9
134.45,2345,71.7F,7.9
134.5,2341,71.7F,7.9
134.55,2339,71.7F,7.9
134.6,2334,71.7F,7.9
134.65,2333,71.7F,7.9
134.7,2330,71.7F,7.9
134.75,2327,71.7F,7.9
134.8,2324,71.7F,7.9
134.85,2323,71.7F,7.9
134.9,2322,71.7F,7.9
134.95,2320,71.7F,7.9
135,2319,71.7F,7.9
135.05,2317,71.7F,7.9
135.1,2316,71.7F,7.9
135.15,2314,71.7F,7.9
135.2,2312,71.7F,7.9
135.25,2307,71.7F,7.9
135.3,2305,71.7F,7.9
135.35,2302,71.7F,7.9
135.4,2302,71.7F,7.9
135.45,2298,71.7F,7.9
135.5,2296,71.7F,7.9
135.55,2291,71.7F,7.9
135.6,2289,71.7F,7.9
135.65,2286,71.7F,7.9
135.7,2283,71.7F,7.9
135.75,2280,71.7F,7.9
135.8,2279,71.7F,7.9
135.85,2277,71.7F,7.9
135.9,2274,71.7F,7.9
135.95,2272,71.7F,7.9
136,2272,71.7F,7.9
136.05,2270,71.7F,7.9
136.1,2268,71.7F,7.9
136.15,2268,71.7F,7.9
136.2,2264,71.7F,7.9
136.25,2261,71.7F,7.9
136.3,2262,71.7F,7.9
136.35,2260,71.7F,7.9
136.4,2256,71.7F,7.9
136.45,2256,71.7F,7.9
136.5,2251,71.7F,7.9
136.55,2252,71.7F,7.9
136.6,2248,71.7F,7.9
136.65,2249,71.7F,7.9
136.7,2244,71.7F,7.9
136.75,2242,71.7F,7.9
136.8,2242,71.7F,7.9
136.85,2238,71.7F,7.9
136.9,2234,71.7F,7.9
136.95,2232,71.7F,7.9
137,2230,71.7F,7.9
137.05,2224,71.7F,7.9
137.1,2223,71.7F,7.9
137.15,2220,71.7F,7.9
137.2,2216,71.7F,7.9
137.25,2214,71.7F,7.9
137.3,2214,71.7F,7.9
137.35,2211,71.7F,7.9
137.4,2209,71.7F,7.9
137.45,2208,71.7F,7.9
137.5,2205,71.7F,7.9
137.55,2204,71.7F,7.9
137.6,2204,71.7F,7.9
137.65,2204,71.7F,7.9
137.7,2204,71.7F,7.9
137.75,2201,71.7F,7.9
137.8,2202,71.7F,7.9
137.85,2202,71.7F,7.9
137.9,2198,71.7F,7.9
137.95,2191,71.7F,7.9
138,2193,71.7F,7.9
138.05,2191,71.7F,7.9
138.1,2189,71.7F,7.9
138.15,2188,71.7F,7.9
138.2,2189,71.7F,7.9
138.25,2184,71.7F,7.9
138.3,2182,71.7F,7.9
138.35,2177,71.7F,7.9
138.4,2174,71.6F,7.9
138.45,2168,71.7F,7.9
138.5,2165,71.7F,7.9
138.55,2164,71.7F,7.9
138.6,2163,71.6F,7.9
138.65,2160,71.6F,7.9
138.7,2160,71.6F,7.9
138.75,2156,71.6F,7.9
138.8,2153,71.6F,7.9
138.85,2149,71.6F,7.9
138.9,2146,71.6F,7.9
138.95,2145,71.6F,7.9
139,2141,71.6F,7.9
139.05,2139,71.6F,7.9
139.1,2137,71.6F,7.9
139.15,2135,71.6F,7.9
139.2,2134,71.6F,7.9
139.25,2131,71.6F,7.9
139.3,2131,71.6F,7.9
139.35,2128,71.6F,7.9
139.4,2126,71.6F,7.9
139.45,2124,71.6F,7.9
139.5,2121,71.6F,7.9
139.55,2118,71.6F,7.9
139.6,2115,71.6F,7.9
139.65,2110,71.6F,7.9
139.7,2111,71.6F,7.9
139.75,2109,71.6F,7.9
139.8,2106,71.6F,7.9
139.85,2105,71.6F,7.9
139.9,2103,71.6F,7.9
139.95,2100,71.6F,7.9
140,2098,71.6F,7.9
140.05,2097,71.6F,7.9
140.1,2093,71.6F,7.9
140.15,2091,71.6F,7.9
140.2,2088,71.6F,7.9
140.25,2086,71.6F,7.9
140.3,2084,71.6F,7.9
140.35,2081,71.6F,7.9
140.4,2079,71.6F,7.9
140.45,2077,71.6F,7.9
140.5,2077,71.6F,7.9
140.55,2075,71.6F,7.9
140.6,2071,71.6F,7.9
140.65,2069,71.6F,7.9
140.7,2068,71.6F,7.9
140.75,2067,71.6F,7.9
140.8,2062,71.6F,7.9
140.85,2061,71.6F,7.9
140.9,2058,71.6F,7.9
140.95,2056,71.6F,7.9
141,2054,71.6F,7.9
141.05,2052,71.6F,7.9
141.1,2051,71.6F,7.9
141.15,2049,71.6F,7.9
141.2,2048,71.6F,7.9
141.25,2047,71.6F,7.9
141.3,2044,71.6F,7.9
141.35,2041,71.6F,7.9
141.4,2039,71.6F,7.9
141.45,2036,71.6F,7.9
141.5,2036,71.6F,7.9
141.55,2034,71.6F,7.9
141.6,2032,71.6F,7.9
141.65,2030,71.6F,7.9
141.7,2028,71.6F,7.9
141.75,2028,71.6F,7.9
141.8,2029,71.6F,7.9
141.85,2027,71.6F,7.9
141.9,2025,71.6F,7.9
141.95,2023,71.6F,7.9
142,2024,71.6F,7.9
142.05,2020,71.6F,7.9
142.1,2022,71.5F,7.9
142.15,2015,71.5F,7.9
142.2,2012,71.5F,7.9
142.25,2009,71.5F,7.9
142.3,2007,71.5F,7.9
142.35,2003,71.5F,7.9
142.4,2001,71.5F,7.9
142.45,2000,71.5F,7.9
142.5,1996,71.5F,7.9
142.55,1995,71.5F,7.9
142.6,1993,71.5F,7.9
142.65,1992,71.5F,7.9
142.7,1987,71.5F,7.9
142.75,1983,71.5F,7.9
142.8,1981,71.5F,7.9
142.85,1980,71.5F,7.9
142.9,1975,71.5F,7.9
142.95,1975,71.5F,7.9
143,1975,71.5F,7.9
143.05,1970,71.5F,7.9
143.1,1969,71.5F,7.9
143.15,1969,71.5F,7.9
143.2,1963,71.5F,7.9
143.25,1960,71.5F,7.9
143.3,1958,71.5F,7.9
143.35,1957,71.5F,7.9
143.4,1955,71.5F,7.9
143.45,1952,71.5F,7.9
143.5,1949,71.5F,7.9
143.55,1949,71.5F,7.9
143.6,1945,71.5F,7.9
143.65,1943,71.5F,7.9
143.7,1941,71.5F,7.9
143.75,1938,71.5F,7.9
143.8,1935,71.5F,7.9
143.85,1933,71.5F,7.9
143.9,1931,71.5F,7.9
143.95,1928,71.5F,7.9
144,1926,71.5F,7.9
144.05,1924,71.5F,7.9
144.1,1922,71.5F,7.9
144.15,1921,71.5F,7.9
144.2,1919,71.5F,7.9
144.25,1916,71.5F,7.9
144.3,1914,71.5F,7.9
144.35,1910,71.5F,7.9
144.4,1910,71.5F,7.9
144.45,1907,71.5F,7.9
144.5,1904,71.5F,7.9
144.55,1902,71.5F,7.9
144.6,1899,71.5F,7.9
144.65,1898,71.5F,7.9
144.7,1895,71.5F,7.9
144.75,1892,71.5F,7.9
144.8,1892,71.5F,7.9
144.85,1888,71.5F,7.9
144.9,1887,71.5F,7.9
144.95,1886,71.5F,7.9
145,1883,71.5F,7.9
145.05,1880,71.5F,7.9
145.1,1877,71.5F,7.9
145.15,1873,71.5F,7.9
145.2,1871,71.5F,7.9
145.25,1868,71.5F,7.9
145.3,1865,71.5F,7.9
145.35,1863,71.5F,7.9
145.4,1860,71.5F,7.9
145.45,1857,71.5F,7.9
145.5,1857,71.5F,7.9
145.55,1854,71.5F,7.9
145.6,1852,71.5F,7.9
145.65,1850,71.5F,7.9
145.7,1849,71.5F,7.9
145.75,1845,71.5F,7.9
145.8,1842,71.5F,7.9
145.85,1842,71.5F,7.9
145.9,1840,71.5F,7.9
145.95,1838,71.4F,7.9
146,1836,71.5F,7.9
146.05,1836,71.5F,7.9
146.1,1832,71.5F,7.9
146.15,1832,71.4F,7.9
146.2,1829,71.4F,7.9
146.25,1825,71.5F,7.9
146.3,1824,71.4F,7.9
146.35,1824,71.4F,7.9
146.4,1821,71.4F,7.9
146.45,1820,71.4F,7.9
146.5,1818,71.4F,7.9
146.55,1815,71.4F,7.9
146.6,1814,71.4F,7.9
146.65,1812,71.4F,7.9
146.7,1807,71.4F,7.9
146.75,1807,71.4F,7.9
146.8,1801,71.4F,7.9
146.85,1798,71.4F,7.9
146.9,1797,71.4F,7.9
146.95,1794,71.4F,7.9
147,1792,71.4F,7.9
147.05,1788,71.4F,7.9
147.1,1784,71.4F,7.9
147.15,1782,71.4F,7.9
147.2,1779,71.4F,7.9
147.25,1776,71.4F,7.9
147.3,1774,71.4F,7.9
147.35,1772,71.4F,7.9
147.4,1769,71.4F,7.9
147.45,1766,71.4F,7.9
147.5,1764,71.4F,7.9
147.55,1762,71.4F,7.9
147.6,1760,71.4F,7.9
147.65,1757,71.4F,7.9
147.7,1755,71.4F,7.9
147.75,1753,71.4F,7.9
147.8,1753,71.4F,7.9
147.85,1750,71.4F,7.9
147.9,1748,71.4F,7.9
147.95,1746,71.4F,7.9
148,1744,71.4F,7.9
148.05,1743,71.4F,7.9
148.1,1742,71.4F,7.9
148.15,1740,71.4F,7.9
148.2,1740,71.4F,7.9
148.25,1738,71.4F,7.9
148.3,1738,71.4F,7.9
148.35,1738,71.4F,7.9
148.4,1734,71.4F,7.9
148.45,1732,71.4F,7.9
148.5,1731,71.4F,7.9
148.55,1726,71.4F,7.9
148.6,1727,71.4F,7.9
148.65,1720,71.4F,7.9
148.7,1717,71.4F,7.9
148.75,1715,71.4F,7.9
148.8,1719,71.4F,7.9
148.85,1717,71.4F,7.9
148.9,1713,71.4F,7.9
148.95,1711,71.4F,7.9
149,1706,71.4F,7.9
149.05,1702,71.4F,7.9
149.1,1697,71.4F,7.9
149.15,1693,71.4F,7.9
149.2,1689,71.3F,7.9
149.25,1687,71.4F,7.9
149.3,1683,71.4F,7.9
149.35,1682,71.3F,7.9
149.4,1681,71.3F,7.9
149.45,1676,71.4F,7.9
149.5,1674,71.3F,7.9
149.55,1673,71.3F,7.9
149.6,1670,71.3F,7.9
149.65,1668,71.3F,7.9
149.7,1666,71.3F,7.9
149.75,1663,71.3F,7.9
149.8,1662,71.3F,7.9
149.85,1661,71.3F,7.9
149.9,1659,71.3F,7.9
149.95,1656,71.3F,7.9
150,1654,71.3F,7.9
150.05,1654,71.3F,7.9
150.1,1653,71.3F,7.9
150.15,1653,71.3F,7.9
150.2,1650,71.3F,7.9
150.25,1647,71.3F,7.9
150.3,1648,71.3F,7.9
150.35,1647,71.3F,7.9
150.4,1648,71.3F,7.9
150.45,1647,71.3F,7.9
150.5,1646,71.3F,7.9
150.55,1642,71.3F,7.9
150.6,1640,71.3F,7.9
150.65,1635,71.3F,7.9
150.7,1631,71.3F,7.9
150.75,1629,71.3F,7.9
150.8,1629,71.3F,7.9
150.85,1626,71.3F,7.9
150.9,1621,71.3F,7.9
150.95,1618,71.3F,7.9
151,1616,71.3F,7.9
151.05,1614,71.3F,7.9
151.1,1610,71.3F,7.9
151.15,1611,71.3F,7.9
151.2,1610,71.3F,7.9
151.25,1606,71.3F,7.9
151.3,1605,71.3F,7.9
151.35,1600,71.3F,7.9
151.4,1598,71.3F,7.9
151.45,1596,71.3F,7.9
151.5,1596,71.3F,7.9
151.55,1596,71.3F,7.9
151.6,1594,71.3F,7.9
151.65,1588,71.3F,7.9
151.7,1585,71.3F,7.9
151.75,1582,71.3F,7.9
151.8,1580,71.3F,7.9
151.85,1576,71.3F,7.9
151.9,1575,71.3F,7.9
151.95,1574,71.3F,7.9
152,1571,71.3F,7.9
152.05,1570,71.3F,7.9
152.1,1569,71.3F,7.9
152.15,1565,71.3F,7.9
152.2,1564,71.3F,7.9
152.25,1562,71.3F,7.9
152.3,1561,71.3F,7.9
152.35,1557,71.3F,7.9
152.4,1556,71.3F,7.9
152.45,1556,71.3F,7.9
152.5,1552,71.3F,7.9
152.55,1551,71.3F,7.9
152.6,1549,71.2F,7.9
152.65,1551,71.2F,7.9
152.7,1544,71.2F,7.9
152.75,1543,71.3F,7.9
152.8,1540,71.2F,7.9
152.85,1538,71.2F,7.9
152.9,1536,71.2F,7.9
152.95,1535,71.2F,7.9
153,1534,71.2F,7.9
153.05,1529,71.2F,7.9
153.1,1525,71.2F,7.9
153.15,1524,71.2F,7.9
153.2,1520,71.2F,7.9
153.25,1516,71.2F,7.9
153.3,1513,71.2F,7.9
153.35,1511,71.2F,7.9
153.4,1509,71.2F,7.9
153.45,1507,71.2F,7.9
153.5,1505,71.2F,7.9
153.55,1501,71.2F,7.9
153.6,1500,71.2F,7.9
153.65,1499,71.2F,7.9
153.7,1495,71.2F,7.9
153.75,1494,71.2F,7.9
153.8,1491,71.2F,7.9
153.85,1490,71.2F,7.9
153.9,1486,71.2F,7.9
153.95,1483,71.2F,7.9
154,1481,71.2F,7.9
154.05,1479,71.2F,7.9
154.1,1479,71.2F,7.9
154.15,1477,71.2F,7.9
154.2,1475,71.2F,7.9
154.25,1473,71.2F,7.9
154.3,1471,71.2F,7.9
154.35,1469,71.2F,7.9
154.4,1468,71.2F,7.9
154.45,1468,71.2F,7.9
154.5,1468,71.2F,7.9
154.55,1469,71.2F,7.9
154.6,1466,71.2F,7.9
154.65,1467,71.2F,7.9
154.7,1463,71.2F,7.9
154.75,1461,71.2F,7.9
154.8,1456,71.2F,7.9
154.85,1453,71.2F,7.9
154.9,1456,71.2F,7.9
154.95,1450,71.2F,7.9
155,1452,71.2F,7.9
155.05,1451,71.2F,7.9
155.1,1446,71.2F,7.9
155.15,1446,71.2F,7.9
155.2,1442,71.2F,7.9
155.25,1442,71.2F,7.9
155.3,1437,71.2F,7.9
155.35,1438,71.2F,7.9
155.4,1436,71.2F,7.9
155.45,1436,71.2F,7.9
155.5,1430,71.2F,7.9
155.55,1423,71.2F,7.9
155.6,1419,71.2F,7.9
155.65,1417,71.2F,7.9
155.7,1417,71.2F,7.9
155.75,1414,71.2F,7.9
155.8,1415,71.2F,7.9
155.85,1414,71.2F,7.9
155.9,1411,71.2F,7.9
155.95,1407,71.2F,7.9
156,1406,71.2F,7.9
156.05,1404,71.2F,7.9
156.1,1399,71.2F,7.9
156.15,1393,71.2F,7.9
156.2,1389,71.2F,7.9
156.25,1387,71.2F,7.9
156.3,1382,71.2F,7.9
156.35,1380,71.2F,7.9
156.4,1377,71.2F,7.9
156.45,1376,71.2F,7.9
156.5,1377,71.2F,7.9
