time_s,altitude_ft,temperature,voltage
156.55,1370,71.2F,7.9
156.6,1369,71.2F,7.9
156.65,1366,71.2F,7.9
156.7,1365,71.2F,7.9
156.75,1359,71.2F,7.9
156.8,1356,71.2F,7.9
156.85,1355,71.2F,7.9
156.9,1354,71.2F,7.9
156.95,1349,71.2F,7.9
157,1349,71.2F,7.9
157.05,1346,71.2F,7.9
157.1,1344,71.2F,7.9
157.15,1342,71.2F,7.9
157.2,1340,71.2F,7.9
157.25,1338,71.2F,7.9
157.3,1337,71.2F,7.9
157.35,1335,71.2F,7.9
157.4,1333,71.2F,7.9
157.45,1332,71.2F,7.9
157.5,1330,71.2F,7.9
157.55,1324,71.2F,7.9
157.6,1323,71.1F,7.9
157.65,1320,71.1F,7.9
157.7,1317,71.1F,7.9
157.75,1313,71.1F,7.9
157.8,1312,71.2F,7.9
157.85,1311,71.1F,7.9
157.9,1308,71.2F,7.9
157.95,1307,71.1F,7.9
158,1302,71.1F,7.9
158.05,1300,71.2F,7.9
158.1,1299,71.1F,7.9
158.15,1297,71.1F,7.9
158.2,1295,71.1F,7.9
158.25,1293,71.1F,7.9
158.3,1292,71.1F,7.9
158.35,1288,71.1F,7.9
158.4,1287,71.1F,7.9
158.45,1285,71.1F,7.9
158.5,1282,71.1F,7.9
158.55,1279,71.1F,7.9
158.6,1276,71.1F,7.9
158.65,1272,71.1F,7.9
158.7,1271,71.1F,7.9
158.75,1268,71.1F,7.9
158.8,1265,71.1F,7.9
158.85,1265,71.1F,7.9
158.9,1261,71.1F,7.9
158.95,1258,71.1F,7.9
159,1257,71.1F,7.9
159.05,1254,71.1F,7.9
159.1,1252,71.1F,7.9
159.15,1251,71.1F,7.9
159.2,1248,71.1F,7.9
159.25,1245,71.1F,7.9
159.3,1243,71.1F,7.9
159.35,1240,71.1F,7.9
159.4,1238,71.1F,7.9
159.45,1237,71.1F,7.9
159.5,1235,71.1F,7.9
159.55,1231,71.1F,7.9
159.6,1229,71.1F,7.9
159.65,1228,71.1F,7.9
159.7,1225,71.1F,7.9
159.75,1224,71.1F,7.9
159.8,1222,71.1F,7.9
159.85,1221,71.1F,7.9
159.9,1220,71.1F,7.9
159.95,1217,71.1F,7.9
160,1216,71.1F,7.9
160.05,1214,71.1F,7.9
160.1,1213,71.1F,7.9
160.15,1211,71.1F,7.9
160.2,1211,71.1F,7.9
160.25,1209,71.1F,7.9
160.3,1207,71.1F,7.9
160.35,1205,71.1F,7.9
160.4,1203,71.1F,7.9
160.45,1199,71.1F,7.9
160.5,1197,71.1F,7.9
160.55,1194,71.1F,7.9
160.6,1187,71.1F,7.9
160.65,1185,71.1F,7.9
160.7,1183,71.1F,7.9
160.75,1183,71.1F,7.9
160.8,1184,71.1F,7.9
160.85,1181,71.1F,7.9
160.9,1174,71.1F,7.9
160.95,1171,71.1F,7.9
161,1170,71.1F,7.9
161.05,1167,71.1F,7.9
161.1,1162,71.1F,7.9
161.15,1162,71.1F,7.9
161.2,1157,71.1F,7.9
161.25,1155,71.1F,7.9
161.3,1152,71.1F,7.9
161.35,1150,71.1F,7.9
161.4,1149,71.1F,7.9
161.45,1145,71.1F,7.9
161.5,1144,71.1F,7.9
161.55,1141,71.1F,7.9
161.6,1140,71.1F,7.9
161.65,1136,71.1F,7.9
161.7,1137,71.1F,7.9
161.75,1134,71.1F,7.9
161.8,1133,71.0F,7.9
161.85,1132,71.1F,7.9
161.9,1130,71.1F,7.9
161.95,1130,71.0F,7.9
162,1128,71.0F,7.9
162.05,1125,71.0F,7.9
162.1,1125,71.0F,7.9
162.15,1125,71.0F,7.9
162.2,1126,71.1F,7.9
162.25,1123,71.1F,7.9
162.3,1117,71.1F,7.9
162.35,1122,71.0F,7.9
162.4,1115,71.1F,7.9
162.45,1116,71.0F,7.9
162.5,1113,71.0F,7.9
162.55,1109,71.0F,7.9
162.6,1106,71.0F,7.9
162.65,1106,71.0F,7.9
162.7,1101,71.0F,7.9
162.75,1100,71.0F,7.9
162.8,1099,71.0F,7.9
162.85,1099,71.0F,7.9
162.9,1094,71.0F,7.9
162.95,1090,71.0F,7.9
163,1089,71.0F,7.9
163.05,1082,71.0F,7.9
163.1,1085,71.0F,7.9
163.15,1086,71.0F,7.9
163.2,1082,71.0F,7.9
163.25,1076,71.0F,7.9
163.3,1076,71.0F,7.9
163.35,1073,71.0F,7.9
163.4,1070,71.0F,7.9
163.45,1066,71.0F,7.9
163.5,1064,71.0F,7.9
163.55,1059,71.0F,7.9
163.6,1053,71.0F,7.9
163.65,1052,71.0F,7.9
163.7,1051,71.0F,7.9
163.75,1051,71.0F,7.9
163.8,1049,71.0F,7.9
163.85,1046,71.0F,7.9
163.9,1045,71.0F,7.9
163.95,1044,71.0F,7.9
164,1041,71.0F,7.9
164.05,1041,71.0F,7.9
164.1,1036,71.0F,7.9
164.15,1033,71.0F,7.9
164.2,1029,71.0F,7.9
164.25,1028,71.0F,7.9
164.3,1025,71.0F,7.9
164.35,1024,71.0F,7.9
164.4,1021,71.0F,7.9
164.45,1020,71.0F,7.9
164.5,1018,71.0F,7.9
164.55,1016,71.0F,7.9
164.6,1014,71.0F,7.9
164.65,1011,71.0F,7.9
164.7,1012,71.0F,7.9
164.75,1008,71.0F,7.9
164.8,1008,71.0F,7.9
164.85,1006,71.0F,7.9
164.9,1006,71.0F,7.9
164.95,1005,71.0F,7.9
165,1003,71.0F,7.9
165.05,1005,71.0F,7.9
165.1,1003,71.0F,7.9
165.15,1003,71.0F,7.9
165.2,1000,71.0F,7.9
165.25,1000,71.0F,7.9
165.3,998,71.0F,7.9
165.35,998,71.0F,7.9
165.4,997,71.0F,7.9
165.45,996,71.0F,7.9
165.5,992,71.0F,7.9
165.55,990,71.0F,7.9
165.6,986,71.0F,7.9
165.65,985,71.0F,7.9
165.7,979,71.0F,7.9
165.75,975,71.0F,7.9
165.8,970,71.0F,7.9
165.85,966,71.0F,7.9
165.9,965,70.9F,7.9
165.95,961,71.0F,7.9
166,959,70.9F,7.9
166.05,957,70.9F,7.9
166.1,956,70.9F,7.9
166.15,957,70.9F,7.9
166.2,958,70.9F,7.9
166.25,959,70.9F,7.9
166.3,956,70.9F,7.9
166.35,954,70.9F,7.9
166.4,955,70.9F,7.9
166.45,952,70.9F,7.9
166.5,947,70.9F,7.9
166.55,946,70.9F,7.9
166.6,941,70.9F,7.9
166.65,936,70.9F,7.9
166.7,931,70.9F,7.9
166.75,928,70.9F,7.9
166.8,928,70.9F,7.9
166.85,926,70.9F,7.9
166.9,923,70.9F,7.9
166.95,920,70.9F,7.9
167,919,70.9F,7.9
167.05,917,70.9F,7.9
167.1,916,70.9F,7.9
167.15,913,70.9F,7.9
167.2,910,70.9F,7.9
167.25,908,70.9F,7.9
167.3,905,70.9F,7.9
167.35,903,70.9F,7.9
167.4,902,70.9F,7.9
167.45,901,70.9F,7.9
167.5,898,70.9F,7.9
167.55,895,70.9F,7.9
167.6,894,70.9F,7.9
167.65,893,70.9F,7.9
167.7,891,70.9F,7.9
167.75,888,70.9F,7.9
167.8,889,70.9F,7.9
167.85,885,70.9F,7.9
167.9,883,70.9F,7.9
167.95,882,70.9F,7.9
168,879,70.9F,7.9
168.05,878,70.9F,7.9
168.1,877,70.9F,7.9
168.15,875,70.9F,7.9
168.2,876,70.9F,7.9
168.25,876,70.9F,7.9
168.3,874,70.9F,7.9
168.35,872,70.9F,7.9
168.4,867,70.9F,7.9
168.45,866,70.9F,7.9
168.5,862,70.9F,7.9
168.55,862,70.9F,7.9
168.6,861,70.9F,7.9
168.65,860,70.9F,7.9
168.7,858,70.9F,7.9
168.75,858,70.9F,7.9
168.8,856,70.9F,7.9
168.85,852,70.9F,7.9
168.9,852,70.9F,7.9
168.95,851,70.8F,7.9
169,849,70.8F,7.9
169.05,845,70.9F,7.9
169.1,839,70.9F,7.9
169.15,833,70.8F,7.9
169.2,830,70.8F,7.9
169.25,826,70.9F,7.9
169.3,830,70.8F,7.9
169.35,827,70.8F,7.9
169.4,825,70.8F,7.9
169.45,820,70.8F,7.9
169.5,816,70.8F,7.9
169.55,814,70.8F,7.9
169.6,812,70.8F,7.9
169.65,806,70.8F,7.9
169.7,806,70.8F,7.9
169.75,803,70.8F,7.9
169.8,800,70.8F,7.9
169.85,797,70.8F,7.9
169.9,796,70.8F,7.9
169.95,794,70.8F,7.9
170,792,70.8F,7.9
170.05,791,70.8F,7.9
170.1,791,70.8F,7.9
170.15,791,70.8F,7.9
170.2,787,70.8F,7.9
170.25,785,70.8F,7.9
170.3,782,70.8F,7.9
170.35,780,70.8F,7.9
170.4,776,70.8F,7.9
170.45,774,70.8F,7.9
170.5,771,70.8F,7.9
170.55,768,70.8F,7.9
170.6,767,70.8F,7.9
170.65,764,70.8F,7.9
170.7,762,70.8F,7.9
170.75,759,70.8F,7.9
170.8,755,70.8F,7.9
170.85,753,70.8F,7.9
170.9,751,70.8F,7.9
170.95,748,70.8F,7.9
171,747,70.8F,7.9
171.05,746,70.8F,7.9
171.1,743,70.8F,7.9
171.15,743,70.8F,7.9
171.2,740,70.8F,7.9
171.25,739,70.8F,7.9
171.3,735,70.8F,7.9
171.35,732,70.8F,7.9
171.4,732,70.8F,7.9
171.45,729,70.8F,7.9
171.5,725,70.8F,7.9
171.55,723,70.8F,7.9
171.6,722,70.8F,7.9
171.65,719,70.8F,7.9
171.7,717,70.8F,7.9
171.75,714,70.8F,7.9
171.8,714,70.8F,7.9
171.85,711,70.8F,7.9
171.9,710,70.8F,7.9
171.95,706,70.8F,7.9
172,704,70.8F,7.9
172.05,700,70.8F,7.9
172.1,697,70.8F,7.9
172.15,696,70.8F,7.9
172.2,693,70.8F,7.9
172.25,691,70.8F,7.9
172.3,688,70.8F,7.9
172.35,686,70.8F,7.9
172.4,684,70.8F,7.9
172.45,681,70.8F,7.9
172.5,679,70.8F,7.9
172.55,677,70.8F,7.9
172.6,676,70.8F,7.9
172.65,674,70.8F,7.9
172.7,671,70.8F,7.9
172.75,668,70.8F,7.9
172.8,668,70.8F,7.9
172.85,666,70.8F,7.9
172.9,666,70.8F,7.9
172.95,664,70.8F,7.9
173,663,70.8F,7.9
173.05,661,70.8F,7.9
173.1,659,70.8F,7.9
173.15,662,70.8F,7.9
173.2,659,70.8F,7.9
173.25,656,70.8F,7.9
173.3,654,70.8F,7.9
173.35,650,70.8F,7.9
173.4,645,70.8F,7.9
173.45,641,70.8F,7.9
173.5,635,70.8F,7.9
173.55,633,70.8F,7.9
173.6,630,70.8F,7.9
173.65,627,70.8F,7.9
173.7,625,70.8F,7.9
173.75,622,70.8F,7.9
173.8,620,70.8F,7.9
173.85,619,70.8F,7.9
173.9,617,70.8F,7.9
173.95,614,70.8F,7.9
174,612,70.8F,7.9
174.05,612,70.8F,7.9
174.1,608,70.8F,7.9
174.15,605,70.8F,7.9
174.2,604,70.8F,7.9
174.25,603,70.8F,7.9
174.3,599,70.8F,7.9
174.35,597,70.8F,7.9
174.4,597,70.8F,7.9
174.45,597,70.8F,7.9
174.5,596,70.8F,7.9
174.55,593,70.8F,7.9
174.6,592,70.8F,7.9
174.65,590,70.8F,7.9
174.7,587,70.8F,7.9
174.75,587,70.8F,7.9
174.8,583,70.8F,7.9
174.85,583,70.8F,7.9
174.9,583,70.8F,7.9
174.95,579,70.8F,7.9
175,578,70.8F,7.9
175.05,575,70.8F,7.9
175.1,575,70.8F,7.9
175.15,567,70.8F,7.9
175.2,566,70.8F,7.9
175.25,567,70.8F,7.9
175.3,563,70.8F,7.9
175.35,557,70.8F,7.9
175.4,554,70.8F,7.9
175.45,548,70.8F,7.9
175.5,546,70.8F,7.9
175.55,542,70.8F,7.9
175.6,543,70.8F,7.9
175.65,540,70.8F,7.9
175.7,539,70.8F,7.9
175.75,536,70.7F,7.9
175.8,535,70.8F,7.9
175.85,532,70.7F,7.9
175.9,530,70.8F,7.9
175.95,528,70.7F,7.9
176,524,70.7F,7.9
176.05,523,70.7F,7.9
176.1,522,70.7F,7.9
176.15,520,70.7F,7.9
176.2,516,70.7F,7.9
176.25,515,70.7F,7.9
176.3,513,70.7F,7.9
176.35,511,70.7F,7.9
176.4,508,70.7F,7.9
176.45,508,70.7F,7.9
176.5,506,70.7F,7.9
176.55,502,70.7F,7.9
176.6,502,70.7F,7.9
176.65,497,70.7F,7.9
176.7,493,70.7F,7.9
176.75,489,70.7F,7.9
176.8,487,70.7F,7.9
176.85,485,70.7F,7.9
176.9,483,70.7F,7.9
176.95,481,70.7F,7.9
177,480,70.7F,7.9
177.05,478,70.7F,7.9
177.1,476,70.7F,7.9
177.15,473,70.7F,7.9
177.2,472,70.7F,7.9
177.25,469,70.7F,7.9
177.3,468,70.7F,7.9
177.35,465,70.7F,7.9
177.4,467,70.7F,7.9
177.45,464,70.7F,7.9
177.5,465,70.7F,7.9
177.55,460,70.7F,7.9
177.6,451,70.7F,7.9
177.65,449,70.7F,7.9
177.7,445,70.7F,7.9
177.75,443,70.7F,7.9
177.8,441,70.7F,7.9
177.85,439,70.7F,7.9
177.9,437,70.7F,7.9
177.95,435,70.7F,7.9
178,434,70.7F,7.9
178.05,430,70.7F,7.9
178.1,427,70.7F,7.9
178.15,424,70.7F,7.9
178.2,422,70.7F,7.9
178.25,420,70.7F,7.9
178.3,418,70.7F,7.9
178.35,416,70.7F,7.9
178.4,413,70.7F,7.9
178.45,411,70.7F,7.9
178.5,409,70.7F,7.9
178.55,407,70.7F,7.9
178.6,406,70.7F,7.9
178.65,405,70.7F,7.9
178.7,403,70.7F,7.9
178.75,402,70.7F,7.9
178.8,398,70.7F,7.9
178.85,397,70.7F,7.9
178.9,394,70.7F,7.9
178.95,392,70.7F,7.9
179,391,70.7F,7.9
179.05,390,70.7F,7.9
179.1,387,70.7F,7.9
179.15,384,70.7F,7.9
179.2,382,70.7F,7.9
179.25,382,70.7F,7.9
179.3,381,70.7F,7.9
179.35,378,70.7F,7.9
179.4,374,70.7F,7.9
179.45,371,70.7F,7.9
179.5,367,70.7F,7.9
179.55,365,70.7F,7.9
179.6,363,70.7F,7.9
179.65,360,70.7F,7.9
179.7,356,70.7F,7.9
179.75,353,70.7F,7.9
179.8,351,70.6F,7.9
179.85,348,70.7F,7.9
179.9,345,70.7F,7.9
179.95,344,70.7F,7.9
180,341,70.7F,7.9
180.05,337,70.7F,7.9
180.1,336,70.7F,7.9
180.15,333,70.7F,7.9
180.2,332,70.6F,7.9
180.25,329,70.7F,7.9
180.3,327,70.7F,7.9
180.35,325,70.7F,7.9
180.4,322,70.7F,7.9
180.45,320,70.7F,7.9
180.5,317,70.7F,7.9
180.55,315,70.7F,7.9
180.6,312,70.7F,7.9
180.65,310,70.6F,7.9
180.7,308,70.6F,7.9
180.75,306,70.6F,7.9
180.8,302,70.7F,7.9
180.85,301,70.7F,7.9
180.9,299,70.6F,7.9
180.95,298,70.7F,7.9
181,295,70.7F,7.9
181.05,295,70.6F,7.9
181.1,295,70.6F,7.9
181.15,294,70.7F,7.9
181.2,292,70.7F,7.9
181.25,292,70.6F,7.9
181.3,290,70.6F,7.9
181.35,288,70.6F,7.9
181.4,286,70.6F,7.9
181.45,281,70.6F,7.9
181.5,281,70.6F,7.9
181.55,275,70.6F,7.9
181.6,274,70.6F,7.9
181.65,268,70.6F,7.9
181.7,267,70.6F,7.9
181.75,264,70.6F,7.9
181.8,261,70.6F,7.9
181.85,259,70.6F,7.9
181.9,258,70.6F,7.9
181.95,255,70.6F,7.9
182,253,70.6F,7.9
182.05,249,70.6F,7.9
182.1,246,70.6F,7.9
182.15,245,70.6F,7.9
182.2,242,70.6F,7.9
182.25,239,70.6F,7.9
182.3,236,70.6F,7.9
182.35,235,70.6F,7.9
182.4,233,70.6F,7.9
182.45,232,70.6F,7.9
182.5,230,70.6F,7.9
182.55,228,70.6F,7.9
182.6,226,70.6F,7.9
182.65,227,70.6F,7.9
182.7,223,70.6F,7.9
182.75,219,70.6F,7.9
182.8,218,70.6F,7.9
182.85,216,70.6F,7.9
182.9,212,70.6F,7.9
182.95,210,70.6F,7.9
183,209,70.6F,7.9
183.05,207,70.6F,7.9
183.1,205,70.6F,7.9
183.15,204,70.6F,7.9
183.2,205,70.6F,7.9
183.25,202,70.6F,7.9
183.3,200,70.6F,7.9
183.35,200,70.6F,7.9
183.4,197,70.6F,7.9
183.45,199,70.6F,7.9
183.5,196,70.6F,7.9
183.55,195,70.6F,7.9
183.6,193,70.6F,7.9
183.65,191,70.6F,7.9
183.7,188,70.6F,7.9
183.75,180,70.6F,7.9
183.8,173,70.6F,7.9
183.85,172,70.6F,7.9
183.9,176,70.6F,7.9
183.95,174,70.6F,7.9
184,173,70.6F,7.9
184.05,171,70.6F,7.9
184.1,171,70.6F,7.9
184.15,169,70.6F,7.9
184.2,165,70.6F,7.9
184.25,164,70.6F,7.9
184.3,161,70.6F,7.9
184.35,159,70.6F,7.9
184.4,157,70.6F,7.9
184.45,151,70.6F,7.9
184.5,144,70.6F,7.9
184.55,139,70.6F,7.9
184.6,138,70.6F,7.9
184.65,137,70.6F,7.9
184.7,134,70.6F,7.9
184.75,131,70.6F,7.9
184.8,128,70.6F,7.9
184.85,125,70.6F,7.9
184.9,122,70.6F,7.9
184.95,120,70.6F,7.9
185,118,70.6F,7.9
185.05,116,70.6F,7.9
185.1,113,70.6F,7.9
185.15,111,70.6F,7.9
185.2,109,70.6F,7.9
185.25,109,70.6F,7.9
185.3,106,70.6F,7.9
185.35,106,70.6F,7.9
185.4,104,70.6F,7.9
185.45,103,70.6F,7.9
185.5,103,70.6F,7.9
185.55,103,70.6F,7.9
185.6,105,70.6F,7.9
185.65,103,70.6F,7.9
185.7,103,70.5F,7.9
185.75,102,70.5F,7.9
185.8,97,70.6F,7.9
185.85,98,70.6F,7.9
185.9,93,70.6F,7.9
185.95,93,70.5F,7.9
186,86,70.6F,7.9
186.05,85,70.5F,7.9
186.1,83,70.5F,7.9
186.15,80,70.5F,7.9
186.2,78,70.5F,7.9
186.25,78,70.5F,7.9
186.3,72,70.5F,7.9
186.35,71,70.5F,7.9
186.4,68,70.5F,7.9
186.45,63,70.5F,7.9
186.5,59,70.5F,7.9
186.55,56,70.5F,7.9
186.6,50,70.5F,7.9
186.65,50,70.5F,7.9
186.7,47,70.5F,7.9
186.75,45,70.5F,7.9
186.8,40,70.5F,7.9
186.85,40,70.5F,7.9
186.9,37,70.5F,7.9
186.95,34,70.5F,7.9
187,31,70.5F,7.9
187.05,29,70.5F,7.9
187.1,30,70.5F,7.9
187.15,31,70.5F,7.9
187.2,27,70.5F,7.9
187.25,24,70.5F,7.9
187.3,21,70.5F,7.9
187.35,23,70.5F,7.9
187.4,19,70.5F,7.9
187.45,20,70.5F,7.9
187.5,16,70.5F,7.9
187.55,14,70.5F,7.9
187.6,9,70.5F,7.9
187.65,5,70.5F,7.9
187.7,1,70.5F,7.9
187.75,-2,70.5F,7.9
187.8,-3,70.5F,7.9
187.85,-2,70.5F,7.9
187.9,-9,70.5F,7.9
187.95,-5,70.5F,7.9
188,-4,70.5F,7.9
188.05,-4,70.5F,7.9
188.1,-4,70.5F,7.9
188.15,-3,70.5F,7.9
188.2,-3,70.5F,7.9
188.25,-1,70.5F,7.9
188.3,-1,70.5F,7.9
188.35,0,70.5F,7.9
188.4,-1,70.5F,7.9
188.45,-2,70.5F,7.9
188.5,-2,70.5F,7.9
188.55,-2,70.5F,7.9
188.6,-3,70.5F,7.9
188.65,-3,70.5F,7.9
188.7,-3,70.5F,7.9
188.75,-3,70.5F,7.9
188.8,-3,70.5F,7.9
188.85,-2,70.5F,7.9
188.9,-2,70.5F,7.9
188.95,-4,70.5F,7.9
189,-4,70.5F,7.9
189.05,-3,70.5F,7.9
189.1,-2,70.5F,7.9
189.15,-3,70.5F,7.9
189.2,-4,70.5F,7.9
189.25,-3,70.5F,7.9
189.3,-3,70.5F,7.9
189.35,-3,70.5F,7.9
189.4,-3,70.5F,7.9
189.45,-4,70.5F,7.9
189.5,-4,70.5F,7.9
189.55,-3,70.5F,7.9
189.6,-4,70.5F,7.9
189.65,-3,70.5F,7.9
189.7,-3,70.5F,7.9
189.75,-3,70.5F,7.9
189.8,-4,70.5F,7.9
189.85,-3,70.5F,7.9
189.9,-3,70.5F,7.9
189.95,-3,70.5F,7.9
190,-3,70.5F,7.9
190.05,-3,70.5F,7.9
190.1,-4,70.5F,7.9
190.15,-3,70.5F,7.9
190.2,-4,70.5F,7.9
190.25,-3,70.4F,7.9
190.3,-4,70.4F,7.9
190.35,-4,70.5F,7.9
190.4,-5,70.5F,7.9
190.45,-4,70.5F,7.9
190.5,-4,70.5F,7.9
190.55,-4,70.5F,7.9
190.6,-4,70.5F,7.9
190.65,-3,70.4F,7.9
190.7,-3,70.4F,7.9
190.75,-5,70.5F,7.9
190.8,-2,70.4F,7.9
190.85,-2,70.4F,7.9
190.9,-5,70.5F,7.9
190.95,-3,70.4F,7.9
191,-4,70.4F,7.9
191.05,-3,70.4F,7.9
191.1,-3,70.4F,7.9
191.15,-3,70.4F,7.9
191.2,-2,70.4F,7.9
191.25,-3,70.4F,7.9
191.3,-3,70.5F,7.9
191.35,-3,70.4F,7.9
191.4,-3,70.4F,7.9
191.45,-4,70.5F,7.9
191.5,-3,70.4F,7.9
191.55,-3,70.4F,7.9
191.6,-3,70.5F,7.9
191.65,-3,70.4F,7.9
191.7,-4,70.4F,7.9
191.75,-2,70.4F,7.9
191.8,-3,70.4F,7.9
191.85,-3,70.4F,7.9
191.9,-4,70.4F,7.9
191.95,-3,70.4F,7.9
192,-4,70.5F,7.9
192.05,-3,70.4F,7.9
192.1,-3,70.4F,7.9
192.15,-3,70.4F,7.9
192.2,-4,70.4F,7.9
192.25,-3,70.4F,7.9
192.3,-4,70.4F,7.9
192.35,-2,70.4F,7.9
192.4,-3,70.4F,7.9
192.45,-4,70.4F,7.9
192.5,-3,70.4F,7.9
192.55,-3,70.4F,7.9
192.6,-3,70.4F,7.9
192.65,-4,70.4F,7.9
192.7,-3,70.4F,7.9
192.75,-3,70.4F,7.9
192.8,-3,70.4F,7.9
192.85,-3,70.4F,7.9
192.9,-3,70.4F,7.9
192.95,-3,70.4F,7.9
193,-4,70.4F,7.9
193.05,-3,70.4F,7.9
193.1,-3,70.4F,7.9
193.15,-3,70.4F,7.9
193.2,-3,70.4F,7.9
193.25,-2,70.4F,7.9
193.3,-3,70.4F,7.9
193.35,-3,70.4F,7.9
193.4,-3,70.4F,7.9
193.45,-4,70.4F,7.9
193.5,-5,70.4F,7.9
193.55,-4,70.4F,7.9
193.6,-3,70.4F,7.9
193.65,-4,70.4F,7.9
193.7,-4,70.4F,7.9
193.75,-3,70.4F,7.9
193.8,-3,70.4F,7.9
193.85,-3,70.4F,7.9
193.9,-2,70.4F,7.9
193.95,-4,70.4F,7.9
194,-3,70.4F,7.9
194.05,-4,70.4F,7.9
194.1,-3,70.4F,7.9
194.15,-4,70.4F,7.9
194.2,-4,70.4F,7.9
194.25,-3,70.4F,7.9
194.3,-3,70.4F,7.9
194.35,-3,70.4F,7.9
194.4,-3,70.4F,7.9
194.45,-5,70.4F,7.9
194.5,-3,70.4F,7.9
194.55,-3,70.4F,7.9
194.6,-3,70.4F,7.9
194.65,-3,70.4F,7.9
194.7,-4,70.4F,7.9
194.75,-4,70.4F,7.9
194.8,-3,70.4F,7.9
194.85,-3,70.4F,7.9
194.9,-3,70.4F,7.9
194.95,-5,70.4F,7.9
195,-3,70.4F,7.9
195.05,-3,70.4F,7.9
195.1,-4,70.4F,7.9
195.15,-3,70.4F,7.9
195.2,-4,70.4F,7.9
195.25,-4,70.4F,7.9
195.3,-4,70.4F,7.9
195.35,-4,70.4F,7.9
195.4,-3,70.4F,7.9
195.45,-3,70.4F,7.9
195.5,-4,70.4F,7.9
195.55,-4,70.4F,7.9
195.6,-3,70.4F,7.9
195.65,-3,70.4F,7.9
195.7,-2,70.4F,7.9
195.75,-3,70.4F,7.9
195.8,-3,70.4F,7.9
195.85,-4,70.4F,7.9
195.9,-4,70.4F,7.9
195.95,-4,70.4F,7.9
196,-3,70.4F,7.9
196.05,-3,70.4F,7.9
196.1,-3,70.4F,7.9
196.15,-3,70.4F,7.9
196.2,-2,70.4F,7.9
196.25,-4,70.4F,7.9
196.3,-2,70.4F,7.9
196.35,-3,70.4F,7.9